minutes elapsed,shuttle_x,shuttle_y,shuttle_z,available antennas,best antenna,link budget
111.1082326,4652.621729,3989.363871,2647.212205,2.0,DS24,10000
112.1082326,4279.83633,4298.606782,2958.593554,2.0,DS24,10000
113.1082326,3884.299755,4594.53303,3262.143046,1.0,WPSA,265.1273431585415
114.1082326,3468.827676,4876.986242,3557.321435,1.0,WPSA,265.1273431585415
115.1082326,3036.337994,5146.164063,3843.870632,1.0,WPSA,265.1273431585415
116.1082326,2589.776888,5402.604175,4121.8127,1.0,WPSA,265.1273431585415
117.1082326,2132.05316,5647.153063,4391.433208,1.0,WPSA,265.1273431585415
118.094466,1672.447436,5877.770421,4649.696726,2.0,DS54,2537.915514665379
119.094466,1200.86585,6097.559614,4900.645816,2.0,DS54,2537.915514665379
120.094466,725.7896108,6299.720009,5137.39988,2.0,DS54,2537.915514665379
121.094466,248.7789951,6485.267464,5360.582199,2.0,DS54,2537.915514665379
122.094466,-228.8477907,6655.225876,5570.85756,2.0,DS54,2537.915514665379
123.094466,-705.9892831,6810.602567,5768.908036,2.0,DS54,2537.915514665379
124.094466,-1181.734418,6952.371088,5955.414842,2.0,DS54,2537.915514665379
125.094466,-1655.336943,7081.459971,6131.045275,2.0,DS54,2537.915514665379
126.094466,-2126.191647,7198.746041,6296.44371,2.0,DS54,2537.915514665379
127.094466,-2593.812933,7305.051127,6452.22579,2.0,DS54,2537.915514665379
128.094466,-3057.815918,7401.141205,6598.975,2.0,DS54,2537.915514665379
129.094466,-3517.900033,7487.727244,6737.241024,2.0,DS54,2537.915514665379
130.094466,-3973.834956,7565.467172,6867.539369,2.0,DS54,2537.915514665379
131.094466,-4425.448652,7634.968539,6990.351878,2.0,DS54,2537.915514665379
132.094466,-4872.61727,7696.791586,7106.127839,2.0,DS54,2537.915514665379
133.094466,-5315.256657,7751.452479,7215.285474,2.0,DS54,2537.915514665379
134.094466,-5753.315257,7799.426581,7318.213646,2.0,DS54,2537.915514665379
135.094466,-6186.768177,7841.151646,7415.273681,2.0,DS54,2537.915514665379
136.094466,-6615.612252,7877.030882,7506.801208,2.0,DS54,2537.915514665379
137.094466,-7039.861933,7907.435834,7593.107983,2.0,DS54,2537.915514665379
138.094466,-7459.54588,7932.709079,7674.483644,2.0,DS54,2537.915514665379
139.094466,-7874.704133,7953.166718,7751.197386,2.0,DS54,2537.915514665379
140.094466,-8285.385762,7969.100667,7823.499537,2.0,DS54,2537.915514665379
141.094466,-8691.646928,7980.78076,7891.623028,2.0,DS54,2537.915514665379
142.094466,-9093.549275,7988.45666,7955.784767,2.0,DS54,2537.915514665379
143.094466,-9491.158605,7992.359609,8016.186895,2.0,DS54,2537.915514665379
144.094466,-9884.543776,7992.704013,8073.017962,2.0,DS54,2537.915514665379
145.094466,-10273.7758,7989.68888,8126.45399,2.0,DS54,2537.915514665379
146.094466,-10658.92711,7983.499129,8176.659459,2.0,DS54,2537.915514665379
147.094466,-11040.07094,7974.306774,8223.788213,2.0,DS54,2537.915514665379
148.094466,-11417.28082,7962.272004,8267.984275,2.0,DS54,2537.915514665379
149.094466,-11790.63019,7947.54415,8309.382614,2.0,DS54,2537.915514665379
150.094466,-12160.19205,7930.262579,8348.109824,2.0,DS54,2537.915514665379
151.094466,-12526.03872,7910.55749,8384.284765,2.0,DS54,2537.915514665379
152.094466,-12888.2416,7888.55065,8418.019138,2.0,DS54,2537.915514665379
153.094466,-13246.87102,7864.356056,8449.418012,2.0,DS54,2537.915514665379
154.094466,-13601.99612,7838.080537,8478.580313,2.0,DS54,2537.915514665379
155.094466,-13953.6847,7809.824305,8505.599266,2.0,DS54,2537.915514665379
156.094466,-14302.00322,7779.681459,8530.562802,2.0,DS54,2537.915514665379
157.094466,-14647.0167,7747.740437,8553.553931,2.0,DS54,2537.915514665379
158.094466,-14988.78867,7714.084442,8574.651087,2.0,DS54,2537.915514665379
159.094466,-15327.38119,7678.791812,8593.928444,2.0,DS54,2537.915514665379
160.094466,-15662.85482,7641.936383,8611.456201,2.0,DS54,2537.915514665379
161.094466,-15995.26863,7603.587797,8627.300853,2.0,DS54,2537.915514665379
162.094466,-16324.68018,7563.811802,8641.525435,2.0,DS54,2537.915514665379
163.094466,-16651.14556,7522.670522,8654.18975,2.0,DS54,2537.915514665379
164.094466,-16974.71941,7480.2227,8665.350577,2.0,DS54,2537.915514665379
165.094466,-17295.45494,7436.523929,8675.061862,2.0,DS54,2537.915514665379
166.094466,-17613.40393,7391.62686,8683.374901,2.0,DS54,2537.915514665379
167.094466,-17928.61682,7345.581397,8690.3385,2.0,DS54,2537.915514665379
168.094466,-18241.14268,7298.434872,8695.999134,2.0,DS54,2537.915514665379
169.094466,-18551.02927,7250.232212,8700.401081,2.0,DS54,2537.915514665379
170.094466,-18858.32306,7201.016091,8703.586562,2.0,DS54,2537.915514665379
171.094466,-19163.06929,7150.827069,8705.595855,2.0,DS54,2537.915514665379
172.094466,-19465.31199,7099.703724,8706.467413,2.0,DS54,2537.915514665379
173.094466,-19765.09399,7047.68277,8706.237971,2.0,DS54,2537.915514665379
174.094466,-20062.457,6994.799173,8704.942638,2.0,DS54,2537.915514665379
175.094466,-20357.44161,6941.086252,8702.614996,2.0,DS54,2537.915514665379
176.094466,-20650.08732,6886.575775,8699.287177,2.0,DS54,2537.915514665379
177.094466,-20940.4326,6831.298052,8694.989952,2.0,DS54,2537.915514665379
178.094466,-21228.51492,6775.282017,8689.752797,2.0,DS54,2537.915514665379
179.094466,-21514.37073,6718.555305,8683.603966,2.0,DS54,2537.915514665379
180.094466,-21798.03557,6661.144325,8676.570557,2.0,DS54,2537.915514665379
181.094466,-22079.54404,6603.07433,8668.67857,2.0,DS54,2537.915514665379
182.094466,-22358.92984,6544.369476,8659.952967,2.0,DS54,2537.915514665379
183.094466,-22636.22582,6485.052888,8650.417722,2.0,DS54,2537.915514665379
184.094466,-22911.46399,6425.146708,8640.095873,2.0,DS54,2537.915514665379
185.094466,-23184.67554,6364.67215,8629.009571,2.0,DS54,2537.915514665379
186.094466,-23455.89089,6303.649551,8617.180119,2.0,DS54,2537.915514665379
187.094466,-23725.1397,6242.098412,8604.628017,2.0,DS54,2537.915514665379
188.094466,-23992.45088,6180.037444,8591.373002,2.0,DS54,2537.915514665379
189.094466,-24257.85263,6117.484605,8577.434082,2.0,DS54,2537.915514665379
190.094466,-24521.37247,6054.457143,8562.82957,2.0,DS54,2537.915514665379
191.094466,-24783.03726,5990.971625,8547.57712,2.0,DS54,2537.915514665379
192.094466,-25042.87317,5927.043974,8531.693757,2.0,DS54,2537.915514665379
193.094466,-25300.9058,5862.6895,8515.195903,2.0,DS54,2537.915514665379
194.094466,-25557.16009,5797.922928,8498.099406,2.0,DS54,2537.915514665379
195.094466,-25811.66043,5732.758429,8480.419568,2.0,DS54,2537.915514665379
196.094466,-26064.43062,5667.209642,8462.171167,2.0,DS54,2537.915514665379
196.649466,-26203.98005,5630.669087,8451.803229,2.0,DS54,2537.915514665379
197.649466,-26454.11348,5564.504504,8432.679764,2.0,DS54,2537.915514665379
198.649466,-26702.5751,5497.988245,8413.023273,2.0,DS54,2537.915514665379
199.649466,-26949.38681,5431.132259,8392.846851,2.0,DS54,2537.915514665379
200.649466,-27194.57004,5363.948066,8372.163169,2.0,DS54,2537.915514665379
201.649466,-27438.1457,5296.446779,8350.984484,2.0,DS54,2537.915514665379
202.649466,-27680.13427,5228.639118,8329.322665,2.0,DS54,2537.915514665379
203.649466,-27920.55576,5160.535431,8307.189201,2.0,DS54,2537.915514665379
204.649466,-28159.42974,5092.145708,8284.595222,2.0,DS54,2537.915514665379
205.649466,-28396.77536,5023.479597,8261.551512,2.0,DS54,2537.915514665379
206.649466,-28632.61135,4954.546419,8238.068523,2.0,DS54,2537.915514665379
207.649466,-28866.95604,4885.35518,8214.156387,2.0,DS54,2537.915514665379
208.649466,-29099.82737,4815.914586,8189.82493,2.0,DS54,2537.915514665379
209.649466,-29331.24289,4746.233056,8165.083683,2.0,DS54,2537.915514665379
210.649466,-29561.21981,4676.318731,8139.941896,2.0,DS54,2537.915514665379
211.649466,-29789.77495,4606.179489,8114.408546,2.0,DS54,2537.915514665379
212.649466,-30016.92479,4535.822953,8088.492347,2.0,DS54,2537.915514665379
213.649466,-30242.68549,4465.2565,8062.201762,2.0,DS54,2537.915514665379
214.649466,-30467.07286,4394.487276,8035.545013,2.0,DS54,2537.915514665379
215.649466,-30690.1024,4323.5222,8008.530087,2.0,DS54,2537.915514665379
216.649466,-30911.7893,4252.367974,7981.164746,2.0,DS54,2537.915514665379
217.649466,-31132.14843,4181.031094,7953.456536,2.0,DS54,2537.915514665379
218.649466,-31351.19439,4109.517855,7925.412796,2.0,DS54,2537.915514665379
219.649466,-31568.94148,4037.83436,7897.04066,2.0,DS54,2537.915514665379
220.649466,-31785.40373,3965.986527,7868.347071,2.0,DS54,2537.915514665379
221.649466,-32000.59488,3893.980096,7839.338784,2.0,DS54,2537.915514665379
222.649466,-32214.52842,3821.820635,7810.022372,2.0,DS54,2537.915514665379
223.649466,-32427.2176,3749.513547,7780.404235,2.0,DS54,2537.915514665379
224.649466,-32638.67537,3677.064077,7750.490604,2.0,DS54,2537.915514665379
225.649466,-32848.91449,3604.477316,7720.287547,2.0,DS54,2537.915514665379
226.649466,-33057.94744,3531.758207,7689.800976,2.0,DS54,2537.915514665379
227.649466,-33265.7865,3458.911551,7659.036651,2.0,DS54,2537.915514665379
228.649466,-33472.44371,3385.942012,7628.000183,2.0,DS54,2537.915514665379
229.649466,-33677.93088,3312.854121,7596.697044,2.0,DS54,2537.915514665379
230.649466,-33882.25961,3239.652281,7565.132566,2.0,DS54,2537.915514665379
231.649466,-34085.44132,3166.340773,7533.311952,2.0,DS54,2537.915514665379
232.649466,-34287.48718,3092.923757,7501.240271,2.0,DS54,2537.915514665379
233.649466,-34488.40819,3019.405278,7468.922473,2.0,DS54,2537.915514665379
234.649466,-34688.21515,2945.789272,7436.363384,2.0,DS54,2537.915514665379
235.649466,-34886.91866,2872.079566,7403.567716,2.0,DS54,2537.915514665379
236.649466,-35084.52916,2798.279883,7370.540065,2.0,DS54,2537.915514665379
237.649466,-35281.05688,2724.393846,7337.28492,2.0,DS54,2537.915514665379
238.649466,-35476.51189,2650.424983,7303.806663,2.0,DS54,2537.915514665379
239.649466,-35670.90409,2576.376724,7270.109574,2.0,DS54,2537.915514665379
240.649466,-35864.2432,2502.252413,7236.197832,2.0,DS54,2537.915514665379
241.649466,-36056.53879,2428.055302,7202.07552,2.0,DS54,2537.915514665379
242.649466,-36247.80025,2353.788562,7167.746629,2.0,DS54,2537.915514665379
243.649466,-36438.03685,2279.455279,7133.215055,2.0,DS54,2537.915514665379
244.649466,-36627.25766,2205.05846,7098.48461,2.0,DS54,2537.915514665379
245.649466,-36815.47163,2130.601036,7063.559018,2.0,DS54,2537.915514665379
246.649466,-37002.68757,2056.085862,7028.441921,2.0,DS54,2537.915514665379
247.649466,-37188.91413,1981.515721,6993.136878,2.0,DS54,2537.915514665379
248.649466,-37374.15981,1906.893326,6957.647373,2.0,DS54,2537.915514665379
249.649466,-37558.43301,1832.221323,6921.976812,2.0,DS54,2537.915514665379
250.649466,-37741.74196,1757.502292,6886.128526,2.0,DS54,2537.915514665379
251.649466,-37924.09479,1682.738746,6850.105776,2.0,DS54,2537.915514665379
252.649466,-38105.49948,1607.933141,6813.911753,2.0,DS54,2537.915514665379
253.649466,-38285.9639,1533.087869,6777.549578,2.0,DS54,2537.915514665379
254.649466,-38465.49578,1458.205267,6741.022309,2.0,DS54,2537.915514665379
255.649466,-38644.10274,1383.287612,6704.332937,2.0,DS54,2537.915514665379
256.649466,-38821.7923,1308.337129,6667.484393,2.0,DS54,2537.915514665379
257.649466,-38998.57184,1233.355988,6630.479545,2.0,DS54,2537.915514665379
258.649466,-39174.44864,1158.346309,6593.321203,2.0,DS54,2537.915514665379
259.649466,-39349.42987,1083.31016,6556.01212,2.0,DS54,2537.915514665379
260.649466,-39523.52259,1008.249562,6518.554991,2.0,DS54,2537.915514665379
261.649466,-39696.73375,933.1664868,6480.952459,2.0,DS54,2537.915514665379
262.649466,-39869.07021,858.0628615,6443.207113,2.0,DS54,2537.915514665379
263.649466,-40040.53873,782.9405681,6405.321488,2.0,DS54,2537.915514665379
264.649466,-40211.14595,707.8014453,6367.298073,2.0,DS54,2537.915514665379
265.649466,-40380.89843,632.6472896,6329.139305,2.0,DS54,2537.915514665379
266.649466,-40549.80263,557.4798564,6290.847573,2.0,DS54,2537.915514665379
267.649466,-40717.86493,482.3008611,6252.425221,2.0,DS54,2537.915514665379
268.649466,-40885.0916,407.1119805,6213.874546,2.0,DS54,2537.915514665379
269.649466,-41051.48882,331.9148535,6175.197803,2.0,DS54,2537.915514665379
270.649466,-41217.06271,256.7110825,6136.397202,2.0,DS54,2537.915514665379
271.649466,-41381.81928,181.502234,6097.474912,2.0,DS54,2537.915514665379
272.649466,-41545.76445,106.2898399,6058.43306,2.0,DS54,2537.915514665379
273.649466,-41708.90407,31.07539815,6019.273733,2.0,DS54,2537.915514665379
274.649466,-41871.24393,-44.13962609,5979.99898,2.0,DS54,2537.915514665379
275.649466,-42032.78969,-119.3537997,5940.610812,2.0,DS54,2537.915514665379
276.649466,-42193.54698,-194.5657209,5901.111201,2.0,DS54,2537.915514665379
277.649466,-42353.52133,-269.7740179,5861.502086,2.0,DS54,2537.915514665379
278.649466,-42512.7182,-344.9773489,5821.785367,2.0,DS54,2537.915514665379
279.649466,-42671.14298,-420.1744007,5781.962912,2.0,DS54,2537.915514665379
280.649466,-42828.80097,-495.3638881,5742.036554,2.0,DS54,2537.915514665379
281.649466,-42985.69743,-570.5445534,5702.008094,2.0,DS54,2537.915514665379
282.649466,-43141.83753,-645.7151653,5661.879301,2.0,DS54,2537.915514665379
283.649466,-43297.22637,-720.8745187,5621.651911,2.0,DS54,2537.915514665379
284.6427943,-43450.21127,-793.3102033,5582.56842,2.0,DS54,2537.915514665379
285.6427943,-43602.88014,-867.1047786,5542.784949,2.0,DS54,2537.915514665379
286.6427943,-43754.81258,-940.8846945,5502.907862,2.0,DS54,2537.915514665379
287.6427943,-43906.01342,-1014.648863,5462.93876,2.0,DS54,2537.915514665379
288.6427943,-44056.48739,-1088.39622,5422.879218,2.0,DS54,2537.915514665379
289.6427943,-44206.23918,-1162.12572,5382.730782,2.0,DS54,2537.915514665379
290.6427943,-44355.27341,-1235.836342,5342.494972,2.0,DS54,2537.915514665379
291.6427943,-44503.59467,-1309.527084,5302.173283,2.0,DS54,2537.915514665379
292.6427943,-44651.20745,-1383.196963,5261.767186,2.0,DS54,2537.915514665379
293.6427943,-44798.11621,-1456.845018,5221.278125,2.0,DS54,2537.915514665379
294.6427943,-44944.32534,-1530.470306,5180.707522,2.0,DS54,2537.915514665379
295.6427943,-45089.83921,-1604.071903,5140.056775,2.0,DS54,2537.915514665379
296.6427943,-45234.66208,-1677.648902,5099.327257,2.0,DS54,2537.915514665379
297.6427943,-45378.79821,-1751.200416,5058.520322,2.0,DS54,2537.915514665379
298.6427943,-45522.25177,-1824.725573,5017.6373,2.0,DS54,2537.915514665379
299.6427943,-45665.02691,-1898.223521,4976.679499,2.0,DS54,2537.915514665379
300.6427943,-45807.1277,-1971.693421,4935.648208,2.0,DS54,2537.915514665379
301.6427943,-45948.55819,-2045.134453,4894.544692,2.0,DS54,2537.915514665379
302.6427943,-46089.32236,-2118.545812,4853.3702,2.0,DS54,2537.915514665379
303.6427943,-46229.42415,-2191.926709,4812.125958,2.0,DS54,2537.915514665379
304.6427943,-46368.86746,-2265.276367,4770.813174,2.0,DS54,2537.915514665379
305.6427943,-46507.65613,-2338.594028,4729.433036,2.0,DS54,2537.915514665379
306.6427943,-46645.79396,-2411.878947,4687.986716,2.0,DS54,2537.915514665379
307.6427943,-46783.28472,-2485.130391,4646.475364,2.0,DS54,2537.915514665379
308.6427943,-46920.13211,-2558.347643,4604.900116,2.0,DS54,2537.915514665379
309.6427943,-47056.33982,-2631.53,4563.262089,2.0,DS54,2537.915514665379
310.6427943,-47191.91145,-2704.676769,4521.562381,2.0,DS54,2537.915514665379
311.6427943,-47326.85061,-2777.787273,4479.802076,2.0,DS54,2537.915514665379
312.6427943,-47461.16084,-2850.860847,4437.982242,2.0,DS54,2537.915514665379
313.6427943,-47594.84565,-2923.896836,4396.103927,2.0,DS54,2537.915514665379
314.6427943,-47727.90849,-2996.894599,4354.168168,2.0,DS54,2537.915514665379
315.6427943,-47860.35281,-3069.853508,4312.175983,2.0,DS54,2537.915514665379
316.6427943,-47992.18197,-3142.772943,4270.128376,2.0,DS54,2537.915514665379
317.6427943,-48123.39934,-3215.652297,4228.026338,2.0,DS54,2537.915514665379
318.6427943,-48254.00824,-3288.490976,4185.870843,2.0,DS54,2537.915514665379
319.6427943,-48384.01192,-3361.288393,4143.662852,2.0,DS54,2537.915514665379
320.6427943,-48513.41365,-3434.043974,4101.403311,2.0,DS54,2537.915514665379
321.6427943,-48642.21661,-3506.757154,4059.093153,2.0,DS54,2537.915514665379
322.6427943,-48770.42398,-3579.42738,4016.733297,2.0,DS54,2537.915514665379
323.6427943,-48898.0389,-3652.054106,3974.324651,2.0,DS54,2537.915514665379
324.6427943,-49025.06446,-3724.636797,3931.868107,2.0,DS54,2537.915514665379
325.6427943,-49151.50374,-3797.174929,3889.364545,2.0,DS54,2537.915514665379
326.6427943,-49277.35977,-3869.667985,3846.814835,2.0,DS54,2537.915514665379
327.6427943,-49402.63554,-3942.115457,3804.219832,2.0,DS54,2537.915514665379
328.6427943,-49527.33404,-4014.516847,3761.58038,2.0,DS54,2537.915514665379
329.6427943,-49651.4582,-4086.871666,3718.897311,2.0,DS54,2537.915514665379
330.6427943,-49775.01092,-4159.179432,3676.171446,2.0,DS54,2537.915514665379
331.6427943,-49897.99509,-4231.439672,3633.403594,2.0,DS54,2537.915514665379
332.6427943,-50020.41355,-4303.651921,3590.594553,2.0,DS54,2537.915514665379
333.6427943,-50142.26911,-4375.815723,3547.745111,2.0,DS54,2537.915514665379
334.6427943,-50263.56458,-4447.930628,3504.856045,2.0,DS54,2537.915514665379
335.6427943,-50384.30269,-4519.996194,3461.928119,2.0,DS54,2537.915514665379
336.6427943,-50504.4862,-4592.011988,3418.962091,2.0,DS54,2537.915514665379
337.6427943,-50624.11779,-4663.977582,3375.958705,2.0,DS54,2537.915514665379
338.6427943,-50743.20014,-4735.892558,3332.918697,2.0,DS54,2537.915514665379
339.6427943,-50861.73591,-4807.756502,3289.842793,2.0,DS54,2537.915514665379
340.6427943,-50979.7277,-4879.569009,3246.731709,2.0,DS54,2537.915514665379
341.6427943,-51097.17813,-4951.32968,3203.586152,2.0,DS54,2537.915514665379
342.6427943,-51214.08974,-5023.038123,3160.406819,2.0,DS54,2537.915514665379
343.6427943,-51330.46509,-5094.693951,3117.194398,2.0,DS54,2537.915514665379
344.6427943,-51446.30669,-5166.296785,3073.94957,2.0,DS54,2537.915514665379
345.6427943,-51561.61704,-5237.846251,3030.673004,2.0,DS54,2537.915514665379
346.6427943,-51676.3986,-5309.341983,2987.365363,2.0,DS54,2537.915514665379
347.6427943,-51790.65382,-5380.783618,2944.0273,2.0,DS54,2537.915514665379
348.6427943,-51904.3851,-5452.170802,2900.65946,2.0,DS54,2537.915514665379
349.6427943,-52017.59486,-5523.503185,2857.262481,2.0,DS54,2537.915514665379
350.6427943,-52130.28546,-5594.780422,2813.83699,2.0,DS54,2537.915514665379
351.6427943,-52242.45924,-5666.002176,2770.38361,2.0,DS54,2537.915514665379
352.6427943,-52354.11854,-5737.168111,2726.902952,2.0,DS54,2537.915514665379
353.6427943,-52465.26566,-5808.277902,2683.395623,2.0,DS54,2537.915514665379
354.6427943,-52575.90288,-5879.331224,2639.862221,2.0,DS54,2537.915514665379
355.6427943,-52686.03245,-5950.327761,2596.303336,2.0,DS54,2537.915514665379
356.6427943,-52795.65663,-6021.267199,2552.719552,2.0,DS54,2537.915514665379
357.6427943,-52904.77762,-6092.149231,2509.111444,2.0,DS54,2537.915514665379
